Country,Year,Annual total dep. ratio [(0-14 & 65+) / 15-64] (%),Annual total dep. ratio [(0-19 & 65+) / 20-64] (%),Annual total dep. ratio [(0-19 & 70+) / 20-69] (%),Annual total dep. ratio [(0-24 & 70+) / 25-69] (%),Annual total dep. ratio [(0-24 & 65+) / 25-64] (%),Annual child dep. ratio [0-14 / 15-64] (%),Annual child dep. ratio [0-19 / 20-64] (%),Annual child dep. ratio [0-19 / 20-69] (%),Annual child dep. ratio [0-24 / 25-69] (%),Annual child dep. ratio [0-24 / 25-64] (%),Annual old-age dep. ratio [65+ / 15-64] (%),Annual old-age dep. ratio [65+ / 20-64] (%),Annual old-age dep. ratio [70+ / 20-69] (%),Annual old-age dep. ratio [70+ / 25-69] (%),Annual old-age dep. ratio [65+ / 25-64] (%),Annual potential support ratio [15-64/65+],Annual potential support ratio [20-64/65+],Annual potential support ratio [20-69/70+],Annual potential support ratio [25-69/70+],Annual potential support ratio [25-64/65+]
France,2025,63.31,81.837,64.233,83.005,105.135,26.497,40.847,36.893,52.54,58.893,36.813,40.989,27.34,30.465,46.241,2.716,2.44,3.658,3.282,2.163
France,2026,63.625,82.205,64.463,83.704,106.123,26.109,40.428,36.492,52.46,58.863,37.517,41.777,27.971,31.244,47.261,2.665,2.394,3.575,3.201,2.116
France,2027,63.959,82.484,64.668,84.358,106.982,25.765,39.974,36.072,52.343,58.766,38.194,42.509,28.596,32.016,48.216,2.618,2.352,3.497,3.123,2.074
France,2028,64.357,82.793,64.861,84.913,107.775,25.461,39.534,35.656,52.156,58.604,38.895,43.258,29.205,32.757,49.17,2.571,2.312,3.424,3.053,2.034
France,2029,64.848,83.161,65.066,85.387,108.523,25.205,39.114,35.25,51.9,58.377,39.643,44.047,29.816,33.487,50.146,2.523,2.27,3.354,2.986,1.994
France,2030,65.425,83.504,65.299,85.8,109.12,25.028,38.693,34.854,51.58,58.053,40.396,44.811,30.445,34.221,51.067,2.475,2.232,3.285,2.922,1.958
France,2031,65.894,83.828,65.55,86.1,109.519,24.808,38.301,34.492,51.188,57.629,41.086,45.527,31.057,34.912,51.89,2.434,2.196,3.22,2.864,1.927
France,2032,66.351,84.132,65.83,86.319,109.742,24.644,37.967,34.193,50.773,57.156,41.707,46.165,31.637,35.545,52.586,2.398,2.166,3.161,2.813,1.902
France,2033,66.976,84.423,66.18,86.575,109.885,24.653,37.679,33.951,50.391,56.687,42.322,46.744,32.228,36.184,53.198,2.363,2.139,3.103,2.764,1.88
France,2034,67.643,84.793,66.624,86.892,110.056,24.701,37.458,33.775,50.047,56.25,42.942,47.335,32.849,36.845,53.806,2.329,2.113,3.044,2.714,1.859
France,2035,68.406,85.336,67.155,87.183,110.282,24.812,37.358,33.694,49.712,55.847,43.595,47.977,33.461,37.47,54.435,2.294,2.084,2.989,2.669,1.837
France,2036,69.16,85.853,67.577,87.454,110.623,24.906,37.232,33.571,49.415,55.522,44.254,48.621,34.006,38.04,55.101,2.26,2.057,2.941,2.629,1.815
France,2037,69.888,86.495,67.985,87.703,111.117,24.981,37.199,33.507,49.178,55.312,44.907,49.297,34.478,38.526,55.805,2.227,2.029,2.9,2.596,1.792
France,2038,70.732,87.389,68.558,87.934,111.648,25.168,37.38,33.623,48.984,55.165,45.563,50.009,34.934,38.95,56.483,2.195,2,2.863,2.567,1.77
France,2039,71.558,88.159,69.163,88.232,112.053,25.428,37.565,33.773,48.852,55.034,46.13,50.594,35.391,39.38,57.018,2.168,1.977,2.826,2.539,1.754
France,2040,72.202,88.761,69.85,88.693,112.324,25.676,37.762,33.978,48.841,54.958,46.525,50.999,35.872,39.851,57.365,2.149,1.961,2.788,2.509,1.743
France,2041,72.711,89.127,70.508,89.108,112.286,25.917,37.885,34.155,48.789,54.769,46.795,51.242,36.353,40.318,57.517,2.137,1.952,2.751,2.48,1.739
France,2042,73.215,89.413,71.12,89.632,112.359,26.163,37.962,34.295,48.823,54.675,47.052,51.452,36.825,40.809,57.685,2.125,1.944,2.716,2.45,1.734
France,2043,73.729,89.884,71.836,90.397,112.81,26.411,38.166,34.538,49.071,54.847,47.318,51.718,37.297,41.326,57.962,2.113,1.934,2.681,2.42,1.725
France,2044,74.208,90.46,72.526,91.028,113.262,26.645,38.46,34.839,49.299,55.037,47.563,52,37.688,41.729,58.225,2.102,1.923,2.653,2.396,1.717
France,2045,74.735,91.123,73.034,91.487,113.89,26.874,38.773,35.103,49.511,55.304,47.861,52.35,37.931,41.976,58.586,2.089,1.91,2.636,2.382,1.707
France,2046,75.237,91.79,73.408,91.707,114.427,27.078,39.082,35.336,49.617,55.498,48.159,52.709,38.072,42.09,58.93,2.076,1.897,2.627,2.376,1.697
France,2047,75.606,92.335,73.775,91.843,114.717,27.234,39.355,35.557,49.652,55.572,48.372,52.98,38.218,42.192,59.146,2.067,1.887,2.617,2.37,1.691
France,2048,75.782,92.683,74.151,92.167,114.983,27.33,39.573,35.767,49.812,55.726,48.452,53.111,38.385,42.356,59.257,2.064,1.883,2.605,2.361,1.688
France,2049,75.813,92.887,74.494,92.6,115.255,27.369,39.739,35.95,50.056,55.944,48.443,53.148,38.545,42.544,59.311,2.064,1.882,2.594,2.35,1.686
France,2050,75.833,93.103,74.885,93.121,115.58,27.372,39.882,36.12,50.314,56.165,48.461,53.221,38.765,42.808,59.416,2.064,1.879,2.58,2.336,1.683
France,2051,75.83,93.308,75.255,93.652,115.935,27.337,39.995,36.26,50.563,56.381,48.493,53.313,38.995,43.088,59.554,2.062,1.876,2.564,2.321,1.679
France,2052,75.766,93.448,75.501,94.068,116.254,27.26,40.062,36.345,50.77,56.574,48.507,53.386,39.156,43.298,59.68,2.062,1.873,2.554,2.31,1.676
France,2053,75.639,93.507,75.566,94.297,116.514,27.145,40.08,36.364,50.913,56.734,48.494,53.427,39.202,43.384,59.779,2.062,1.872,2.551,2.305,1.673
France,2054,75.435,93.456,75.497,94.391,116.67,26.996,40.041,36.324,51.001,56.846,48.439,53.414,39.173,43.39,59.824,2.064,1.872,2.553,2.305,1.672
France,2055,75.16,93.294,75.429,94.509,116.717,26.816,39.945,36.253,51.072,56.903,48.344,53.349,39.176,43.437,59.814,2.069,1.874,2.553,2.302,1.672
France,2056,74.825,93.031,75.346,94.626,116.657,26.611,39.796,36.15,51.12,56.907,48.214,53.235,39.196,43.506,59.751,2.074,1.878,2.551,2.299,1.674
France,2057,74.404,92.629,75.212,94.688,116.433,26.385,39.592,36.012,51.131,56.842,48.019,53.037,39.2,43.557,59.591,2.083,1.885,2.551,2.296,1.678
France,2058,73.882,92.068,75.027,94.683,116,26.141,39.334,35.844,51.1,56.695,47.741,52.734,39.183,43.583,59.305,2.095,1.896,2.552,2.294,1.686
France,2059,73.293,91.391,74.777,94.578,115.394,25.89,39.037,35.648,51.016,56.474,47.404,52.354,39.129,43.562,58.92,2.11,1.91,2.556,2.296,1.697
France,2060,72.76,90.745,74.471,94.376,114.793,25.653,38.734,35.43,50.881,56.225,47.107,52.011,39.041,43.495,58.568,2.123,1.923,2.561,2.299,1.707
France,2061,72.296,90.145,74.124,94.093,114.213,25.44,38.435,35.197,50.702,55.958,46.856,51.71,38.927,43.391,58.255,2.134,1.934,2.569,2.305,1.717
France,2062,71.929,89.625,73.713,93.693,113.686,25.259,38.152,34.95,50.472,55.681,46.67,51.473,38.763,43.222,58.004,2.143,1.943,2.58,2.314,1.724
France,2063,71.753,89.308,73.219,93.152,113.373,25.124,37.912,34.69,50.19,55.444,46.629,51.395,38.528,42.962,57.929,2.145,1.946,2.595,2.328,1.726
France,2064,71.621,89.018,72.672,92.509,113.05,25.015,37.688,34.429,49.873,55.194,46.605,51.33,38.243,42.637,57.856,2.146,1.948,2.615,2.345,1.728
France,2065,71.539,88.769,72.191,91.91,112.732,24.936,37.485,34.193,49.561,54.938,46.603,51.284,37.998,42.35,57.794,2.146,1.95,2.632,2.361,1.73
France,2066,71.601,88.681,71.788,91.367,112.568,24.9,37.332,33.99,49.261,54.718,46.701,51.349,37.798,42.106,57.85,2.141,1.947,2.646,2.375,1.729
France,2067,71.751,88.695,71.484,90.908,112.484,24.898,37.22,33.825,48.983,54.52,46.853,51.475,37.659,41.924,57.965,2.134,1.943,2.655,2.385,1.725
France,2068,72.015,88.848,71.377,90.66,112.535,24.93,37.156,33.718,48.764,54.359,47.085,51.692,37.659,41.896,58.176,2.124,1.935,2.655,2.387,1.719
France,2069,72.405,89.159,71.322,90.45,112.751,24.999,37.146,33.643,48.564,54.251,47.406,52.012,37.679,41.885,58.499,2.109,1.923,2.654,2.387,1.709
France,2070,72.927,89.635,71.32,90.284,113.147,25.106,37.193,33.601,48.39,54.204,47.821,52.441,37.719,41.894,58.943,2.091,1.907,2.651,2.387,1.697
France,2071,73.569,90.266,71.461,90.281,113.725,25.245,37.293,33.607,48.273,54.22,48.324,52.973,37.853,42.008,59.504,2.069,1.888,2.642,2.38,1.681
France,2072,74.274,90.989,71.687,90.38,114.408,25.402,37.43,33.647,48.199,54.282,48.871,53.559,38.04,42.181,60.126,2.046,1.867,2.629,2.371,1.663
France,2073,75.005,91.76,72.02,90.611,115.152,25.569,37.59,33.721,48.172,54.375,49.436,54.169,38.299,42.439,60.777,2.023,1.846,2.611,2.356,1.645
France,2074,75.765,92.582,72.471,90.992,115.967,25.744,37.775,33.83,48.202,54.505,50.021,54.807,38.641,42.79,61.462,1.999,1.825,2.588,2.337,1.627
France,2075,76.554,93.462,73.042,91.529,116.865,25.925,37.985,33.975,48.289,54.676,50.629,55.478,39.066,43.24,62.189,1.975,1.803,2.56,2.313,1.608
France,2076,77.321,94.341,73.72,92.211,117.778,26.099,38.202,34.149,48.427,54.869,51.222,56.139,39.572,43.783,62.909,1.952,1.781,2.527,2.284,1.59
France,2077,78.024,95.166,74.451,92.972,118.643,26.255,38.412,34.335,48.597,55.062,51.769,56.754,40.116,44.375,63.581,1.932,1.762,2.493,2.254,1.573
France,2078,78.684,95.957,75.196,93.769,119.488,26.394,38.612,34.522,48.783,55.258,52.29,57.344,40.675,44.987,64.231,1.912,1.744,2.459,2.223,1.557
France,2079,79.294,96.707,75.958,94.606,120.307,26.513,38.8,34.708,48.984,55.453,52.78,57.907,41.251,45.622,64.854,1.895,1.727,2.424,2.192,1.542
France,2080,79.79,97.341,76.74,95.491,121.011,26.601,38.959,34.892,49.203,55.627,53.189,58.382,41.848,46.287,65.384,1.88,1.713,2.39,2.16,1.529
France,2081,80.343,98.057,77.491,96.367,121.854,26.679,39.122,35.06,49.423,55.838,53.664,58.935,42.431,46.944,66.016,1.863,1.697,2.357,2.13,1.515
France,2082,80.808,98.676,78.172,97.18,122.605,26.728,39.252,35.201,49.625,56.023,54.08,59.425,42.972,47.556,66.582,1.849,1.683,2.327,2.103,1.502
France,2083,81.016,98.994,78.802,97.952,123.004,26.722,39.307,35.319,49.812,56.116,54.294,59.687,43.483,48.14,66.888,1.842,1.675,2.3,2.077,1.495
France,2084,81.183,99.272,79.378,98.679,123.379,26.691,39.339,35.412,49.982,56.196,54.492,59.933,43.966,48.697,67.183,1.835,1.669,2.274,2.054,1.488
France,2085,81.291,99.481,79.847,99.291,123.686,26.634,39.339,35.468,50.113,56.247,54.657,60.141,44.38,49.178,67.439,1.83,1.663,2.253,2.033,1.483
France,2086,81.447,99.745,80.371,99.984,124.082,26.57,39.335,35.519,50.255,56.311,54.876,60.411,44.852,49.729,67.771,1.822,1.655,2.23,2.011,1.476
France,2087,81.654,100.067,80.804,100.577,124.563,26.503,39.326,35.54,50.362,56.385,55.151,60.741,45.265,50.215,68.178,1.813,1.646,2.209,1.991,1.467
France,2088,81.709,100.194,80.986,100.87,124.81,26.405,39.264,35.497,50.383,56.388,55.304,60.93,45.489,50.486,68.421,1.808,1.641,2.198,1.981,1.462
France,2089,81.645,100.162,81.127,101.121,124.866,26.284,39.157,35.433,50.383,56.332,55.362,61.005,45.694,50.738,68.534,1.806,1.639,2.188,1.971,1.459
France,2090,81.573,100.101,81.2,101.293,124.891,26.157,39.031,35.344,50.352,56.255,55.416,61.071,45.856,50.941,68.636,1.805,1.637,2.181,1.963,1.457
France,2091,81.495,100.017,81.318,101.518,124.883,26.03,38.892,35.256,50.324,56.159,55.465,61.125,46.062,51.194,68.724,1.803,1.636,2.171,1.953,1.455
France,2092,81.419,99.917,81.484,101.796,124.848,25.907,38.745,35.173,50.302,56.048,55.512,61.172,46.312,51.495,68.801,1.801,1.635,2.159,1.942,1.453
France,2093,81.349,99.807,81.495,101.874,124.789,25.793,38.596,35.059,50.224,55.925,55.556,61.211,46.436,51.65,68.864,1.8,1.634,2.154,1.936,1.452
